start_time,end_time,server_ip,client_ip,client_port,bytes_received
1733270219.6048512,1733270274.1979673,10.0.0.17,10.0.0.12,58862,3712000
1733270219.6161757,1733270273.9145412,10.0.0.17,10.0.0.12,58866,3654656
1733270221.4380407,1733270273.0784953,10.0.0.17,10.0.0.19,40286,4784128
1733270220.6636386,1733270278.4562085,10.0.0.17,10.0.0.2,45882,851968
1733270219.4657876,1733270272.2951546,10.0.0.17,10.0.0.5,35388,50677760
1733270219.5103865,1733270272.9797568,10.0.0.17,10.0.0.9,50448,20430848
1733270219.5941212,1733270272.6721733,10.0.0.18,10.0.0.10,56102,56923136
1733270220.8760676,1733270274.066393,10.0.0.18,10.0.0.13,59078,2069504
1733270219.5556264,1733270270.7840905,10.0.0.18,10.0.0.14,56154,4957184
1733270220.9938836,1733270277.3015728,10.0.0.18,10.0.0.20,58350,786432
1733270219.8721719,1733270270.966386,10.0.0.18,10.0.0.2,52480,8387584
1733270220.2305825,1733270276.489378,10.0.0.19,10.0.0.10,41478,16414720
1733270219.3381844,1733270270.6865938,10.0.0.19,10.0.0.11,38276,60739584
1733270221.6813178,1733270271.8873835,10.0.0.19,10.0.0.13,45998,2214912
1733270220.2838988,1733270278.446474,10.0.0.19,10.0.0.14,52352,939008
1733270222.2999592,1733270271.961978,10.0.0.19,10.0.0.17,58862,2601984
1733270222.3114588,1733270272.2562032,10.0.0.19,10.0.0.1,50884,2314240
1733270222.2613368,1733270277.1615932,10.0.0.19,10.0.0.8,40934,2835456
1733270220.128119,1733270278.7513115,10.0.0.1,10.0.0.18,41334,1080320
1733270221.1393018,1733270273.8399012,10.0.0.1,10.0.0.19,35552,3209216
1733270221.3623953,1733270278.6018424,10.0.0.1,10.0.0.2,42670,986112
1733270219.893564,1733270273.539333,10.0.0.1,10.0.0.3,50654,3227648
1733270220.1187997,1733270273.530198,10.0.0.1,10.0.0.4,60274,12144640
1733270219.2513688,1733270270.5603933,10.0.0.20,10.0.0.16,38618,77217792
1733270219.7986398,1733270273.4608905,10.0.0.20,10.0.0.1,46426,2363392
1733270219.8057945,1733270274.1405597,10.0.0.20,10.0.0.9,40696,1328128
1733270221.9179628,1733270273.9045963,10.0.0.2,10.0.0.13,43968,2258944
1733270219.276771,1733270270.2822437,10.0.0.2,10.0.0.14,52692,25958400
1733270219.2770252,1733270270.460028,10.0.0.2,10.0.0.14,52696,7000064
1733270219.3901107,1733270270.5123973,10.0.0.2,10.0.0.14,52702,7011328
1733270220.1291327,1733270277.4223871,10.0.0.2,10.0.0.16,41748,943104
1733270220.9887319,1733270277.0564072,10.0.0.2,10.0.0.20,38928,844800
1733270221.2484846,1733270277.4113271,10.0.0.2,10.0.0.20,38940,908288
1733270219.6122825,1733270276.2993815,10.0.0.2,10.0.0.7,41142,5316608
1733270219.6163964,1733270276.2362928,10.0.0.2,10.0.0.7,41156,5294080
1733270220.5051284,1733270276.9694266,10.0.0.3,10.0.0.12,55828,1388544
1733270220.8118227,1733270276.7913105,10.0.0.3,10.0.0.17,40450,1476608
1733270222.1246147,1733270276.398766,10.0.0.3,10.0.0.20,55010,1244160
1733270220.4561198,1733270277.41484,10.0.0.3,10.0.0.4,42170,1437696
1733270220.0727508,1733270277.4411745,10.0.0.3,10.0.0.5,59530,1221632
1733270221.7554057,1733270277.0897806,10.0.0.4,10.0.0.14,46728,680960
1733270221.503208,1733270275.3863852,10.0.0.4,10.0.0.15,50188,1546240
1733270220.0996,1733270273.2514257,10.0.0.5,10.0.0.13,35876,43433984
1733270220.330151,1733270278.617691,10.0.0.5,10.0.0.18,50308,752640
1733270219.471063,1733270272.5940106,10.0.0.5,10.0.0.1,41046,45810688
1733270220.7627668,1733270274.1581929,10.0.0.5,10.0.0.3,34678,1300480
1733270221.5914702,1733270273.3445063,10.0.0.6,10.0.0.1,49096,2226176
1733270221.6534793,1733270273.2544303,10.0.0.6,10.0.0.1,49098,2193408
1733270219.443314,1733270270.042321,10.0.0.6,10.0.0.2,56684,61032448
1733270220.334527,1733270276.415285,10.0.0.6,10.0.0.7,42636,4765696
1733270219.6554813,1733270277.3029802,10.0.0.7,10.0.0.10,37824,18821120
1733270219.7770374,1733270278.0011652,10.0.0.7,10.0.0.14,57338,29238272
1733270219.7439373,1733270277.1578894,10.0.0.7,10.0.0.1,35182,1345536
1733270219.7204144,1733270278.8234575,10.0.0.7,10.0.0.2,43164,1864704
1733270220.630112,1733270275.429599,10.0.0.8,10.0.0.11,54726,1509376
1733270219.6987953,1733270275.0381124,10.0.0.8,10.0.0.15,56440,1504256
1733270219.746375,1733270272.778464,10.0.0.8,10.0.0.5,43496,36146176
1733270219.7407165,1733270274.8176694,10.0.0.8,10.0.0.7,56976,1479680
1733270219.8810058,1733270274.8007793,10.0.0.9,10.0.0.11,53296,2848768
1733270220.427086,1733270278.7116709,10.0.0.9,10.0.0.14,36308,951296
1733270220.4452627,1733270278.2235644,10.0.0.9,10.0.0.14,36320,886784
1733270219.9740283,1733270274.748829,10.0.0.9,10.0.0.4,45540,12324864
1733270219.7581854,1733270274.9996696,10.0.0.9,10.0.0.7,38024,2821120
