start_time,end_time,server_ip,client_ip,client_port,bytes_received
1733270447.2719018,1733270499.7469425,10.0.0.1,10.0.0.17,60398,47625216
1733270448.7296185,1733270517.3423228,10.0.0.1,10.0.0.18,51278,429056
1733270448.7403016,1733270517.6248376,10.0.0.1,10.0.0.18,51292,463872
1733270450.7235653,1733270511.9507937,10.0.0.1,10.0.0.3,49284,419840
1733270447.8014014,1733270501.2595387,10.0.0.1,10.0.0.5,54360,39673856
1733270448.7183652,1733270516.053832,10.0.0.1,10.0.0.6,46526,381952
1733270448.8581483,1733270511.1027367,10.0.0.20,10.0.0.10,54910,704512
1733270447.015702,1733270501.218234,10.0.0.20,10.0.0.16,34922,22748160
1733270447.2721965,1733270501.4957042,10.0.0.20,10.0.0.16,34936,20460544
1733270448.122432,1733270515.7339416,10.0.0.20,10.0.0.1,43390,1563648
1733270448.6882448,1733270502.115301,10.0.0.20,10.0.0.4,47324,11125760
1733270450.8696396,1733270517.4487875,10.0.0.20,10.0.0.6,32968,502784
1733270448.5186462,1733270503.130228,10.0.0.20,10.0.0.8,51240,39144448
1733270447.0394535,1733270498.9408998,10.0.0.2,10.0.0.14,39256,11252736
1733270448.1113503,1733270504.2841544,10.0.0.2,10.0.0.15,41216,3991552
1733270450.343178,1733270517.0364926,10.0.0.2,10.0.0.17,54178,1088512
1733270449.8813224,1733270516.08941,10.0.0.2,10.0.0.17,54180,1050624
1733270446.9963536,1733270499.0405354,10.0.0.2,10.0.0.18,38412,3172352
1733270447.003455,1733270498.6878703,10.0.0.2,10.0.0.18,38414,58409984
1733270448.1978517,1733270504.6677103,10.0.0.2,10.0.0.19,42030,1687552
1733270447.315025,1733270499.5260658,10.0.0.2,10.0.0.6,45350,2392064
1733270448.1411314,1733270502.8432293,10.0.0.2,10.0.0.7,42944,2546688
1733270450.8426535,1733270511.1016948,10.0.0.2,10.0.0.8,38218,2945024
1733270447.4699376,1733270520.7672164,10.0.0.3,10.0.0.12,51652,655360
1733270447.5622911,1733270518.840567,10.0.0.3,10.0.0.12,51662,575488
1733270448.3821146,1733270512.229685,10.0.0.3,10.0.0.16,49270,572416
1733270448.056605,1733270505.214391,10.0.0.3,10.0.0.18,47810,1254400
1733270447.9900086,1733270505.2011042,10.0.0.3,10.0.0.2,58532,3495936
1733270447.4878519,1733270504.9220028,10.0.0.3,10.0.0.6,49120,1426432
1733270447.5147374,1733270504.7433324,10.0.0.3,10.0.0.6,49136,1471488
1733270446.8807187,1733270499.1315956,10.0.0.3,10.0.0.7,45824,74866688
1733270447.7629504,1733270511.4352767,10.0.0.3,10.0.0.8,49042,833536
1733270451.1407516,1733270515.1616023,10.0.0.4,10.0.0.10,33654,2395136
1733270447.066689,1733270499.2216637,10.0.0.4,10.0.0.12,33346,11618304
1733270446.9163284,1733270500.1592345,10.0.0.4,10.0.0.16,58944,44103680
1733270448.5983155,1733270525.1698418,10.0.0.4,10.0.0.18,48810,3522560
1733270449.525093,1733270521.4320004,10.0.0.4,10.0.0.19,60280,516096
1733270450.687441,1733270509.018353,10.0.0.4,10.0.0.6,42428,1448960
1733270447.6343532,1733270514.0003748,10.0.0.4,10.0.0.7,36122,445440
1733270447.9343452,1733270516.9363108,10.0.0.4,10.0.0.9,50344,2377728
1733270447.9431996,1733270516.724152,10.0.0.4,10.0.0.9,50346,2571264
1733270448.0566962,1733270516.7239487,10.0.0.4,10.0.0.9,50352,2408448
1733270447.523683,1733270504.8223188,10.0.0.5,10.0.0.12,54828,1926144
1733270453.3489602,1733270516.5638833,10.0.0.5,10.0.0.14,36022,431104
1733270447.5784872,1733270505.7035074,10.0.0.5,10.0.0.16,42802,1438720
1733270448.725284,1733270501.1401339,10.0.0.5,10.0.0.17,51090,2330624
1733270447.3178875,1733270500.8520765,10.0.0.5,10.0.0.1,52772,27729920
1733270447.4484484,1733270501.138653,10.0.0.5,10.0.0.1,52780,28085248
1733270450.8975277,1733270511.587303,10.0.0.5,10.0.0.3,48460,405504
1733270452.286509,1733270516.3598783,10.0.0.5,10.0.0.6,51224,428032
1733270446.7352161,1733270500.1628973,10.0.0.5,10.0.0.9,60956,31989760
1733270448.2794352,1733270515.067617,10.0.0.6,10.0.0.16,58760,1714176
1733270447.0525653,1733270499.4632354,10.0.0.6,10.0.0.2,39008,45572096
1733270447.8816519,1733270504.6163714,10.0.0.6,10.0.0.3,36856,2557952
1733270448.5434475,1733270516.8640957,10.0.0.6,10.0.0.5,59638,1164288
1733270451.2186608,1733270517.1768467,10.0.0.6,10.0.0.8,47562,7349248
1733270448.3190212,1733270519.0983293,10.0.0.6,10.0.0.8,47574,7880704
1733270448.4448102,1733270519.8588073,10.0.0.6,10.0.0.8,47584,8351744
1733270447.479303,1733270501.0825703,10.0.0.7,10.0.0.18,39128,18762752
1733270447.7754633,1733270503.7534132,10.0.0.7,10.0.0.18,39140,1148928
1733270447.864579,1733270500.590601,10.0.0.7,10.0.0.19,41990,42635264
1733270448.1621578,1733270523.3416798,10.0.0.7,10.0.0.20,36194,783360
1733270446.8822167,1733270499.5323884,10.0.0.7,10.0.0.3,33886,27431936
1733270447.4111753,1733270511.6859155,10.0.0.7,10.0.0.4,33948,926720
1733270448.1132329,1733270503.5273488,10.0.0.7,10.0.0.6,37260,803840
1733270448.0456789,1733270503.9142284,10.0.0.7,10.0.0.6,37266,870400
1733270449.4775066,1733270524.7340245,10.0.0.7,10.0.0.8,33126,855040
1733270446.8857105,1733270499.3845093,10.0.0.8,10.0.0.12,36298,37722112
1733270449.51767,1733270525.3359013,10.0.0.8,10.0.0.15,59872,1013760
1733270449.5187774,1733270525.7394748,10.0.0.8,10.0.0.15,59888,1085440
1733270448.7252843,1733270509.2760842,10.0.0.8,10.0.0.1,37182,1216512
1733270450.8040884,1733270511.060169,10.0.0.8,10.0.0.2,57168,1466368
1733270449.0274568,1733270517.3055077,10.0.0.8,10.0.0.3,55524,478208
1733270446.8844378,1733270501.1612773,10.0.0.8,10.0.0.4,59716,23221248
1733270446.9979143,1733270501.0843334,10.0.0.8,10.0.0.4,59730,24434688
1733270448.0258281,1733270514.5830355,10.0.0.8,10.0.0.5,41738,1328128
1733270448.1036367,1733270519.608049,10.0.0.8,10.0.0.5,41742,1309696
1733270447.9823833,1733270520.382787,10.0.0.8,10.0.0.6,45798,1053696
1733270449.7511766,1733270514.4953735,10.0.0.8,10.0.0.9,48222,1215488
1733270452.455997,1733270516.6683893,10.0.0.9,10.0.0.10,43008,422912
1733270448.104108,1733270506.5087721,10.0.0.9,10.0.0.12,40296,1821696
1733270448.2052858,1733270505.6422486,10.0.0.9,10.0.0.12,40312,1460224
1733270447.2726636,1733270500.5160892,10.0.0.9,10.0.0.13,49798,30914560
1733270448.3129427,1733270512.0821395,10.0.0.9,10.0.0.15,52764,544768
1733270448.332394,1733270512.368424,10.0.0.9,10.0.0.15,52772,457728
1733270449.1942236,1733270511.8133066,10.0.0.9,10.0.0.15,52776,468992
1733270449.86231,1733270510.765315,10.0.0.9,10.0.0.15,52790,470016
1733270450.8151817,1733270516.142231,10.0.0.9,10.0.0.18,43454,357376
1733270450.7667532,1733270512.8924844,10.0.0.9,10.0.0.19,46382,477184
1733270447.2702875,1733270501.8999965,10.0.0.9,10.0.0.1,39698,28291072
1733270447.1761703,1733270502.0101802,10.0.0.9,10.0.0.5,37750,30147584
