start_time,end_time,server_ip,client_ip,client_port,bytes_received
1733270743.1852193,1733270797.7097726,10.0.0.8,10.0.0.1,52844,830464
1733270741.0530498,1733270795.637181,10.0.0.8,10.0.0.4,59182,29780992
1733270741.1953235,1733270797.6748295,10.0.0.8,10.0.0.5,50778,1548288
1733270741.9539518,1733270808.9291394,10.0.0.8,10.0.0.6,39322,1187840
1733270741.2260556,1733270797.5742018,10.0.0.8,10.0.0.9,55844,1555456
1733270741.935161,1733270807.6112752,10.0.0.9,10.0.0.10,37752,2334720
1733270742.0027862,1733270811.3002725,10.0.0.9,10.0.0.10,40920,3291136
1733270742.1898859,1733270803.5319011,10.0.0.9,10.0.0.18,37108,1341440
1733270742.3601239,1733270802.019774,10.0.0.9,10.0.0.18,37118,1055744
1733270742.5739279,1733270795.8565462,10.0.0.9,10.0.0.1,45166,44956672
1733270742.8304594,1733270800.4680643,10.0.0.9,10.0.0.2,53066,481280
1733270740.7965963,1733270810.0503478,10.0.0.9,10.0.0.3,54796,1478656
1733270740.9153473,1733270806.044568,10.0.0.9,10.0.0.3,54798,1067008
1733270742.6532247,1733270811.8793821,10.0.0.9,10.0.0.6,53366,11693056
1733270741.7150302,1733270802.9893174,10.0.0.9,10.0.0.7,45450,839680
1733270741.0090098,1733270805.566298,10.0.0.9,10.0.0.7,49206,957440
